Employee_ID,Name,Department,Salary,Working_Hours_per_Week,Performance_Rating,Joining_Date,Age,Gender,Experience_Years,Job_Level,Bonus,Leave_Days_Taken,Remote_Work_Percentage,Customer_Satisfaction_Score
2651,Employee_629,Operations,148038,30.0,1.6,12-11-2046,50.0,Non-Binary,25,fresers,19359.0,10,31.0,4.4
3951,Employee_630,HR,97219,45.0,2.6,09-11-2032,22.0,Male,13,Lead,14033.0,5,8.0,1.2
1502,Employee_631,Sales,67680,49.0,1.4,10-04-2035,46.0,Not selected,1,Mid,16067.0,15,85.0,3.5
9859,Employee_632,HR,137284,43.0,2.4,13-05-2036,32.0,Female,39,Senior,2171.0,2,40.0,3.0
8448,Employee_633,Marketing,95638,53.0,1.3,28-02-2035,52.0,Not selected,33,Entry,11081.0,30,50.0,2.8
1530,Employee_634,Sales,66482,54.0,1.3,29-10-2035,51.0,Non-Binary,9,Senior,4026.0,11,50.0,2.6
10713,Employee_636,HR,49653,45.0,4.9,13-10-2033,45.0,Non-Binary,8,Entry,4033.0,15,39.0,3.1
8588,Employee_637,IT,60152,57.0,1.7,10-06-2043,32.0,Not selected,10,Entry,2575.0,27,50.0,3.5
9087,Employee_638,Sales,132016,58.0,1.1,04-02-2041,50.0,Non-Binary,40,Lead,10605.0,14,64.0,4.1
2656,Employee_639,Finance,148336,57.0,4.1,11-05-2046,22.0,Female,19,Mid,12309.0,9,80.0,1.4
1927,Employee_640,Support,88763,44.0,1.8,11-07-2045,30.0,Male,13,fresers,19795.0,22,19.0,1.2
9357,Employee_641,Support,134225,36.0,1.9,04-12-2034,58.0,Female,7,fresers,1064.0,8,50.0,2.0
1498,Employee_643,Finance,99942,58.0,4.9,18-09-2037,57.0,Non-Binary,28,Mid,10747.0,1,48.0,2.0
4175,Employee_644,Support,111270,38.0,2.8,21-02-2040,42.0,Not selected,26,Entry,9949.0,0,17.0,2.0
4418,Employee_645,HR,44887,59.0,2.7,30-01-2023,44.0,Female,35,fresers,9889.0,22,50.0,4.7
2585,Employee_646,IT,145000,38.0,1.9,08-08-2037,27.0,Female,20,fresers,10884.0,3,59.0,3.5
9901,Employee_647,HR,144167,34.0,7.7,16-09-2023,55.0,Male,24,fresers,3281.0,1,39.0,3.8
1763,Employee_648,Support,145920,50.0,4.0,25-02-2036,27.0,Male,31,Entry,10297.0,24,1.0,1.2
9967,Employee_649,HR,120461,44.0,3.7,06-10-2032,40.0,Non-Binary,16,Lead,13674.0,25,12.0,2.9
10326,Employee_650,Finance,60594,31.0,2.9,07-10-2023,50.0,Non-Binary,33,Lead,5666.0,3,72.0,4.6
6157,Employee_651,Operations,86945,41.0,2.1,06-06-2033,42.0,Female,23,Entry,15499.0,3,14.0,2.4
9711,Employee_652,Marketing,95784,56.0,3.2,04-04-2029,52.0,Female,22,Entry,15128.0,2,92.0,4.9
5422,Employee_653,Finance,80964,42.0,3.2,13-02-2044,59.0,Not selected,7,Mid,18750.0,3,76.0,4.9
2210,Employee_654,Support,44258,43.0,3.5,08-07-2023,41.0,Non-Binary,18,Entry,14237.0,27,50.0,3.4
1093,Employee_655,Operations,83698,42.0,3.4,03-01-2024,26.0,Female,16,Entry,9479.0,5,91.0,4.4
8191,Employee_656,HR,35669,36.0,1.6,10-10-2044,26.0,Not selected,3,Lead,12011.0,6,25.0,3.1
2650,Employee_657,Marketing,44440,34.0,4.6,14-07-2026,30.0,Non-Binary,28,fresers,11019.0,27,99.0,4.6
8904,Employee_658,Sales,52937,55.0,1.2,30-10-2035,27.0,Female,27,Entry,14316.0,7,58.0,1.4
9205,Employee_659,Support,100791,58.0,4.5,10-04-2040,22.0,Not selected,25,fresers,2363.0,14,54.0,3.5
5512,Employee_660,IT,37009,32.0,2.3,04-08-2027,27.0,Non-Binary,15,Senior,14961.0,11,39.0,3.6
5412,Employee_661,Marketing,102263,57.0,2.7,20-08-2031,51.0,Male,19,fresers,6669.0,25,90.0,4.8
4483,Employee_664,Finance,72258,42.0,3.9,17-08-2033,56.0,Male,12,Mid,1395.0,13,15.0,3.4
9587,Employee_665,HR,32070,46.0,1.7,12-12-2029,54.0,Non-Binary,35,fresers,11635.0,4,21.0,4.4
5796,Employee_666,Sales,62772,36.0,4.2,23-11-2027,27.0,Male,25,fresers,14610.0,23,90.0,4.4
4197,Employee_667,IT,125397,31.0,1.4,13-06-2034,25.0,Not selected,19,Lead,4429.0,22,91.0,4.9
4574,Employee_668,Finance,73124,60.0,4.5,19-01-2026,56.0,Not selected,38,Senior,14095.0,22,2.0,3.3
9508,Employee_669,Support,122952,53.0,1.9,03-09-2040,24.0,Female,7,Mid,7649.0,29,81.0,1.9
4338,Employee_670,Sales,141556,44.0,3.0,14-11-2026,33.0,Not selected,0,Lead,16002.0,5,13.0,1.5
10285,Employee_671,Sales,124562,48.0,1.5,30-06-2028,28.0,Male,40,Senior,18423.0,22,93.0,4.7
3117,Employee_673,Operations,101686,39.0,3.9,26-09-2023,45.0,Male,12,Senior,14611.0,9,29.0,3.5
8455,Employee_675,Marketing,39648,48.0,1.7,20-05-2047,43.0,Non-Binary,30,Senior,16524.0,16,84.0,1.7
7515,Employee_676,Support,140336,40.0,4.7,20-04-2048,45.0,Male,22,Mid,16712.0,4,43.0,4.3
5803,Employee_677,Sales,114493,38.0,4.7,13-02-2026,38.0,Not selected,36,Senior,7345.0,25,42.0,4.9
4123,Employee_679,Sales,34785,49.0,1.0,08-10-2030,59.0,Female,4,Entry,19734.0,18,27.0,2.3
5702,Employee_680,IT,54253,50.0,1.2,19-10-2029,39.0,Female,21,Lead,9159.0,10,50.0,4.0
9609,Employee_682,Finance,71489,35.0,4.1,20-08-2032,60.0,Male,35,Mid,1319.0,13,15.0,1.3
4702,Employee_683,Sales,50927,34.0,2.2,20-12-2039,49.0,Not selected,38,fresers,10997.0,7,85.0,2.1
10974,Employee_685,Marketing,59997,53.0,4.6,07-04-2035,22.0,Not selected,14,Mid,8575.0,14,25.0,1.5
1996,Employee_686,Sales,55387,32.0,1.9,02-08-2040,31.0,Female,18,Mid,15600.0,3,19.0,4.5
6524,Employee_687,Operations,77056,31.0,1.9,04-04-2038,56.0,Not selected,3,Mid,16674.0,0,0.0,4.1
6258,Employee_688,Sales,52869,57.0,2.4,09-04-2042,,Non-Binary,29,fresers,19080.0,30,50.0,1.2
6786,Employee_689,HR,46343,37.0,1.8,05-06-2047,32.0,Female,4,Senior,10752.0,7,63.0,3.0
10541,Employee_690,IT,97495,36.0,3.1,12-04-2044,43.0,Non-Binary,27,Mid,3780.0,30,99.0,1.3
1873,Employee_692,IT,37982,49.0,4.5,14-04-2047,27.0,Male,8,Entry,1257.0,1,50.0,3.9
3928,Employee_693,IT,85516,51.0,1.5,18-02-2039,36.0,Non-Binary,15,Entry,10605.0,7,78.0,4.1
2175,Employee_694,Operations,140157,41.0,1.4,15-08-2041,40.0,Non-Binary,29,Mid,18229.0,20,4.0,4.2
9535,Employee_695,Finance,106157,40.0,4.4,18-01-2045,42.0,Not selected,12,fresers,2920.0,7,28.0,
1706,Employee_697,Operations,68614,49.0,3.7,16-10-2034,,Male,13,Entry,11059.0,14,99.0,1.7
10707,Employee_699,Operations,82867,31.0,4.8,10-04-2038,33.0,Female,26,Mid,8988.0,2,8.0,1.1
7154,Employee_700,IT,144998,53.0,1.1,29-11-2046,27.0,Not selected,39,Lead,19471.0,3,19.0,
4702,Employee_701,HR,41575,42.0,1.4,03-02-2025,36.0,Not selected,15,Lead,9295.0,23,88.0,4.7
7094,Employee_702,Marketing,143040,57.0,3.0,25-03-2029,40.0,Female,1,fresers,12224.0,26,53.0,1.2
6668,Employee_703,IT,91710,41.0,4.3,22-08-2033,50.0,Not selected,32,Lead,4682.0,8,74.0,2.4
3942,Employee_704,Operations,95519,42.0,1.6,07-06-2031,31.0,Female,1,Lead,16146.0,30,24.0,3.5
5020,Employee_705,Support,122688,33.0,3.5,15-08-2024,25.0,Not selected,22,Mid,4565.0,3,86.0,3.1
4443,Employee_706,Sales,134979,44.0,4.5,05-01-2026,51.0,Not selected,21,fresers,10605.0,16,43.0,2.1
5857,Employee_708,Sales,85865,30.0,2.3,01-04-2039,40.0,Female,17,Entry,1643.0,7,59.0,3.2
1912,Employee_709,Marketing,55145,42.0,2.4,18-06-2034,30.0,Male,35,Mid,13455.0,22,5.0,2.1
6631,Employee_710,Marketing,111296,31.0,3.5,13-01-2046,33.0,Male,14,Mid,11644.0,1,99.0,4.2
1953,Employee_711,IT,60302,37.0,1.9,10-10-2030,27.0,Not selected,19,Lead,2979.0,22,30.0,1.4
3742,Employee_713,Support,70648,37.0,3.9,16-08-2045,28.0,Male,35,Senior,8927.0,5,28.0,2.2
8417,Employee_714,Operations,102814,51.0,3.3,06-05-2031,44.0,Female,4,Lead,1940.0,3,80.0,2.1
9457,Employee_715,Marketing,30588,45.0,3.4,22-10-2044,31.0,Non-Binary,12,fresers,18435.0,24,14.0,1.1
2096,Employee_716,Support,141411,47.0,4.6,06-06-2041,,Non-Binary,27,fresers,4159.0,9,61.0,4.8
4768,Employee_717,Marketing,149278,38.0,5.0,13-03-2039,26.0,Male,31,Entry,14427.0,21,85.0,1.5
9464,Employee_718,Marketing,80145,54.0,3.1,30-03-2026,52.0,Non-Binary,10,Senior,2099.0,24,44.0,4.0
3140,Employee_720,HR,129185,59.0,3.8,09-02-2023,33.0,Male,21,Senior,7841.0,3,50.0,2.7
1357,Employee_721,HR,72650,55.0,4.5,11-12-2041,39.0,Not selected,6,fresers,16462.0,27,37.0,4.6
4678,Employee_722,HR,94313,53.0,3.9,12-08-2028,27.0,Female,11,Senior,3563.0,10,21.0,1.7
6718,Employee_723,Sales,143792,47.0,4.3,25-12-2029,39.0,Male,17,Mid,4783.0,0,86.0,3.8
3886,Employee_725,Marketing,101741,55.0,4.2,14-09-2035,48.0,Non-Binary,24,Entry,2230.0,3,50.0,4.3
9775,Employee_726,HR,61191,60.0,1.7,13-04-2028,55.0,Not selected,23,fresers,17898.0,18,73.0,3.5
1940,Employee_727,Marketing,59926,41.0,1.3,17-08-2040,47.0,Male,1,Lead,8247.0,20,71.0,2.8
2321,Employee_728,Marketing,104032,55.0,4.6,08-12-2027,37.0,Not selected,26,fresers,17590.0,25,65.0,4.8
7336,Employee_729,Support,147685,40.0,4.9,23-06-2023,37.0,Non-Binary,11,Lead,19313.0,14,70.0,1.7
3069,Employee_730,IT,67376,39.0,4.0,21-02-2038,49.0,Female,18,Entry,18988.0,16,1.0,3.2
3118,Employee_731,Finance,119084,41.0,2.2,24-01-2026,49.0,Not selected,6,Mid,19291.0,30,25.0,2.3
7653,Employee_732,HR,56839,35.0,3.4,16-06-2023,36.0,Female,4,Mid,5413.0,26,44.0,1.5
9318,Employee_733,Support,141916,44.0,3.1,16-07-2045,23.0,Female,15,Mid,17411.0,14,78.0,2.4
6894,Employee_734,Support,138453,45.0,1.9,08-03-2024,33.0,Non-Binary,38,Lead,5950.0,12,62.0,1.4
10957,Employee_736,Marketing,81046,36.0,2.2,13-06-2046,60.0,Non-Binary,18,Lead,3648.0,0,22.0,1.7
5746,Employee_737,Operations,120708,41.0,3.8,25-12-2033,27.0,Non-Binary,2,Senior,10605.0,2,39.0,4.1
5148,Employee_738,Finance,66862,46.0,3.3,07-07-2040,41.0,Non-Binary,24,fresers,7853.0,28,73.0,2.5
9497,Employee_739,IT,131183,58.0,1.7,12-01-2039,36.0,Female,31,fresers,17882.0,26,83.0,1.8
5678,Employee_740,Support,64480,59.0,3.4,09-11-2026,31.0,Non-Binary,5,fresers,9022.0,3,11.0,3.9
9026,Employee_742,HR,123225,57.0,3.8,13-09-2025,,Non-Binary,39,Entry,12703.0,10,38.0,2.7
7259,Employee_743,Finance,53147,53.0,4.1,07-06-2040,24.0,Not selected,7,fresers,5230.0,21,17.0,4.9
4671,Employee_744,Finance,63634,50.0,2.1,28-04-2027,31.0,Male,4,Senior,13381.0,28,71.0,4.2
8861,Employee_745,Finance,127822,52.0,3.5,06-09-2043,51.0,Female,20,Mid,12202.0,17,81.0,2.9
3191,Employee_746,Operations,112299,33.0,4.2,25-12-2034,,Not selected,3,Senior,13671.0,13,6.0,1.8
10848,Employee_747,Operations,149047,31.0,3.4,22-03-2047,27.0,Male,21,Lead,15096.0,21,79.0,1.2
2012,Employee_748,Marketing,35310,31.0,3.9,01-01-2047,24.0,Male,28,Mid,6089.0,19,50.0,
6312,Employee_749,Marketing,73883,45.0,1.4,06-02-2034,49.0,Male,1,Senior,13270.0,7,83.0,3.9
10700,Employee_750,Sales,126434,41.0,2.7,27-10-2048,58.0,Female,37,Senior,10238.0,5,25.0,2.4
6455,Employee_751,Operations,103358,41.0,4.0,16-10-2043,42.0,Not selected,30,Mid,10605.0,25,12.0,3.8
6248,Employee_753,Support,143924,38.0,2.7,24-10-2025,32.0,Non-Binary,26,fresers,19884.0,30,10.0,1.3
3283,Employee_754,Operations,72349,55.0,4.5,12-10-2039,47.0,Female,16,Senior,16012.0,15,50.0,4.5
2145,Employee_755,Marketing,99961,36.0,2.2,16-11-2030,42.0,Not selected,38,Mid,16206.0,22,6.0,2.5
10649,Employee_757,Operations,96107,59.0,3.2,04-10-2045,43.0,Non-Binary,35,Senior,14196.0,6,32.0,1.1
4333,Employee_758,Marketing,119308,34.0,4.6,20-10-2038,50.0,Not selected,2,Mid,13759.0,7,94.0,2.7
8111,Employee_759,Sales,83991,51.0,1.7,26-02-2029,41.0,Male,20,Mid,2579.0,26,54.0,3.0
5709,Employee_760,Finance,85968,33.0,4.3,24-09-2041,37.0,Female,27,Lead,1641.0,2,46.0,3.9
9973,Employee_761,Finance,95696,47.0,1.9,30-09-2039,53.0,Male,25,Mid,19983.0,18,8.0,4.9
1215,Employee_762,Operations,97499,40.0,1.5,18-01-2034,59.0,Non-Binary,28,Lead,16634.0,30,18.0,3.5
9759,Employee_763,Sales,47257,30.0,1.8,08-11-2039,56.0,Non-Binary,2,Senior,12487.0,24,1.0,2.7
9021,Employee_764,HR,83416,42.0,2.8,26-08-2039,45.0,Non-Binary,35,Entry,10323.0,14,79.0,3.0
10189,Employee_765,Marketing,137773,39.0,2.6,20-08-2027,35.0,Not selected,23,Mid,13497.0,3,20.0,1.7
3666,Employee_766,IT,79265,35.0,3.5,12-02-2031,41.0,Female,12,Lead,11210.0,11,42.0,4.9
2365,Employee_767,Sales,123222,43.0,3.1,09-07-2038,59.0,Non-Binary,34,Senior,5226.0,23,85.0,4.3
4112,Employee_768,IT,52158,32.0,1.9,02-09-2031,,Male,32,fresers,3505.0,16,2.0,1.0
8058,Employee_769,Marketing,36482,30.0,3.2,03-03-2024,35.0,Not selected,23,Lead,12777.0,1,98.0,3.0
2607,Employee_770,Marketing,70220,32.0,4.5,24-03-2035,55.0,Male,21,fresers,17981.0,28,35.0,1.9
5953,Employee_771,Support,36293,53.0,4.4,25-08-2044,53.0,Not selected,32,Lead,10605.0,9,56.0,1.2
5143,Employee_773,Support,123817,41.0,4.8,13-05-2024,26.0,Not selected,22,Lead,14607.0,13,5.0,4.1
10969,Employee_774,HR,76337,60.0,3.0,09-03-2032,50.0,Male,18,Senior,16886.0,5,84.0,
8681,Employee_775,Sales,114390,48.0,2.3,10-01-2046,38.0,Not selected,5,fresers,15355.0,27,52.0,1.0
4630,Employee_776,Operations,148011,48.0,2.4,05-02-2025,52.0,Male,12,Mid,19051.0,15,68.0,3.7
6649,Employee_777,Operations,112837,38.0,2.4,18-05-2029,49.0,Non-Binary,31,Senior,3078.0,2,27.0,1.5
3567,Employee_778,Finance,57567,31.0,3.7,09-04-2043,58.0,Female,34,Mid,8550.0,8,4.0,4.2
5534,Employee_779,Sales,43915,47.0,3.9,09-12-2040,36.0,Non-Binary,2,Entry,2863.0,30,50.0,4.0
4338,Employee_780,Support,51401,48.0,3.1,30-04-2025,38.0,Female,35,Senior,16370.0,12,28.0,4.1
4276,Employee_781,Support,138018,31.0,1.8,07-12-2044,35.0,Male,38,Lead,5480.0,5,19.0,4.5
10941,Employee_782,IT,108629,52.0,4.2,30-01-2037,58.0,Female,33,Entry,18760.0,28,64.0,2.6
5610,Employee_783,Support,83900,54.0,2.9,06-05-2037,23.0,Female,26,Lead,8331.0,18,29.0,2.7
9089,Employee_784,IT,107738,41.0,3.8,01-05-2047,41.0,Male,15,fresers,9682.0,13,92.0,1.3
2297,Employee_785,Finance,92487,47.0,4.5,18-11-2023,29.0,Non-Binary,25,fresers,15797.0,21,64.0,4.5
4567,Employee_786,Support,46649,38.0,1.3,23-07-2025,55.0,Non-Binary,0,Entry,2439.0,10,5.0,4.6
5942,Employee_787,Support,37671,57.0,1.8,18-03-2027,55.0,Not selected,14,Senior,14398.0,23,85.0,1.4
7121,Employee_788,Marketing,97356,51.0,2.5,04-07-2033,58.0,Female,40,fresers,14409.0,2,51.0,3.7
10329,Employee_789,HR,120002,33.0,4.7,03-03-2026,40.0,Non-Binary,30,Lead,10861.0,6,95.0,2.0
4840,Employee_790,Sales,139166,58.0,4.8,27-12-2048,33.0,Male,13,fresers,11629.0,13,26.0,1.8
7906,Employee_791,Sales,80411,42.0,1.4,25-10-2030,45.0,Non-Binary,32,fresers,10498.0,22,33.0,1.2
9594,Employee_792,Operations,119975,51.0,3.6,08-02-2042,49.0,Male,12,Lead,18199.0,17,44.0,3.1
9688,Employee_793,Support,69391,34.0,1.6,12-06-2042,23.0,Female,29,Mid,6397.0,19,56.0,1.9
2563,Employee_794,IT,46046,39.0,2.1,14-06-2028,36.0,Not selected,27,Entry,6776.0,8,50.0,2.2
9789,Employee_797,Operations,59290,45.0,4.7,31-08-2034,49.0,Non-Binary,12,Entry,14651.0,18,39.0,4.8
7271,Employee_798,Marketing,38764,53.0,4.3,27-07-2029,28.0,Male,26,Senior,19461.0,25,11.0,1.5
8111,Employee_799,Support,62216,48.0,3.8,10-12-2036,39.0,Male,12,Senior,16165.0,7,65.0,1.4
10923,Employee_800,Finance,61293,57.0,1.8,16-10-2026,24.0,Female,39,Lead,1624.0,30,43.0,1.7
7128,Employee_801,IT,38949,40.0,2.0,22-04-2048,43.0,Not selected,39,Senior,6606.0,16,50.0,3.1
9052,Employee_802,Support,56850,32.0,4.7,21-09-2045,50.0,Female,16,Senior,2839.0,12,65.0,3.9
6233,Employee_803,Sales,112735,41.0,2.4,06-08-2038,36.0,Male,37,Senior,11995.0,0,99.0,3.8
10870,Employee_805,IT,121116,37.0,3.8,30-05-2043,50.0,Female,6,Senior,19039.0,21,69.0,1.8
7149,Employee_806,Finance,35571,42.0,4.5,23-09-2034,55.0,Not selected,17,Lead,6043.0,30,22.0,3.2
1202,Employee_807,Sales,143854,40.0,4.9,05-02-2038,52.0,Male,38,Senior,3270.0,5,36.0,3.9
6422,Employee_808,Sales,51135,37.0,3.7,07-10-2030,41.0,Non-Binary,35,Senior,13302.0,29,65.0,3.5
10239,Employee_809,IT,80279,40.0,1.1,25-10-2043,30.0,Female,0,Entry,10605.0,28,96.0,
9495,Employee_811,Support,110782,54.0,2.4,03-07-2030,43.0,Not selected,21,Entry,3079.0,30,76.0,3.4
3076,Employee_812,Sales,85803,48.0,3.6,04-09-2028,54.0,Female,15,Mid,10605.0,1,6.0,1.2
10967,Employee_813,HR,131891,57.0,1.5,08-06-2024,46.0,Not selected,4,fresers,5586.0,5,46.0,1.6
7300,Employee_814,Sales,111686,32.0,2.6,19-05-2040,31.0,Male,33,Entry,12828.0,28,89.0,1.9
8344,Employee_815,Support,101954,37.0,1.9,02-03-2042,55.0,Male,22,Mid,18399.0,17,73.0,4.0
4410,Employee_817,HR,117959,35.0,4.1,24-04-2024,48.0,Non-Binary,14,Entry,2004.0,23,68.0,2.5
8760,Employee_818,Support,51460,50.0,1.7,19-10-2037,29.0,Female,12,Lead,5146.0,24,52.0,1.5
7804,Employee_820,Support,76891,57.0,1.8,29-03-2025,45.0,Female,38,fresers,13529.0,26,85.0,3.9
5244,Employee_821,Marketing,81470,50.0,4.3,06-05-2026,26.0,Not selected,11,Lead,9333.0,0,43.0,2.3
8814,Employee_822,IT,31329,48.0,4.1,07-05-2029,30.0,Not selected,26,Entry,19943.0,26,46.0,3.1
10362,Employee_823,Sales,127473,35.0,1.2,08-09-2035,41.0,Female,32,Lead,9319.0,7,98.0,3.0
10625,Employee_826,Marketing,110369,48.0,3.6,03-03-2030,51.0,Non-Binary,20,Mid,15061.0,20,27.0,1.1
7469,Employee_827,HR,132326,54.0,4.3,13-04-2026,44.0,Female,6,fresers,15576.0,18,43.0,4.8
2091,Employee_828,Finance,80574,33.0,3.0,10-03-2035,59.0,Not selected,31,Lead,11238.0,8,10.0,3.6
6838,Employee_829,Finance,70237,37.0,2.6,25-05-2034,30.0,Non-Binary,28,Entry,8773.0,24,33.0,4.9
2829,Employee_830,Finance,80247,42.0,1.8,19-12-2037,42.0,Female,20,Mid,5730.0,30,86.0,4.9
6379,Employee_831,IT,96915,58.0,1.5,17-07-2029,24.0,Non-Binary,8,Entry,13271.0,0,48.0,3.7
4789,Employee_833,Finance,113095,56.0,3.4,08-10-2048,57.0,Not selected,4,Lead,16440.0,16,28.0,2.9
3499,Employee_834,Support,102917,57.0,1.1,02-09-2044,49.0,Male,12,Entry,11850.0,7,6.0,3.2
6457,Employee_835,Support,129119,58.0,2.5,28-11-2026,25.0,Not selected,4,fresers,10894.0,7,39.0,2.5
5366,Employee_836,Support,129636,50.0,3.1,03-11-2041,36.0,Female,26,Mid,2056.0,12,6.0,4.9
4994,Employee_837,Sales,93137,35.0,5.0,26-11-2023,22.0,Non-Binary,22,Mid,13720.0,24,50.0,3.6
9030,Employee_839,IT,100451,36.0,4.1,13-06-2033,26.0,Male,10,Entry,7817.0,3,35.0,3.2
7966,Employee_840,Support,138692,40.0,3.8,17-04-2047,48.0,Female,26,Entry,16267.0,21,84.0,5.0
5762,Employee_841,Support,46381,53.0,1.3,23-10-2036,39.0,Female,20,fresers,10605.0,16,98.0,4.7
1935,Employee_842,Marketing,44496,46.0,3.0,31-07-2038,42.0,Not selected,16,Mid,2602.0,7,11.0,2.0
10957,Employee_843,Support,30231,53.0,4.2,21-02-2046,40.0,Male,30,Entry,17877.0,3,68.0,4.0
9134,Employee_844,Finance,132801,53.0,3.0,23-04-2038,42.0,Not selected,27,Mid,1820.0,12,82.0,3.0
9214,Employee_847,Marketing,73912,41.0,1.8,09-07-2034,53.0,Female,23,Lead,6805.0,11,36.0,3.1
1980,Employee_848,Sales,128539,31.0,4.0,18-10-2032,33.0,Not selected,38,Entry,3383.0,6,50.0,4.6
9012,Employee_849,Marketing,81409,44.0,3.8,27-11-2034,30.0,Male,22,Lead,3565.0,19,92.0,4.7
4506,Employee_850,Sales,142021,31.0,4.2,17-12-2035,35.0,Not selected,21,Lead,4587.0,20,50.0,3.7
9198,Employee_851,Marketing,66945,51.0,1.9,04-11-2026,30.0,Not selected,29,Entry,19807.0,14,43.0,4.5
3569,Employee_852,Finance,94067,48.0,2.5,10-01-2026,59.0,Male,38,Lead,1858.0,1,31.0,1.8
10680,Employee_854,Sales,128973,55.0,4.8,05-11-2036,22.0,Female,10,Entry,17959.0,24,38.0,4.4
9270,Employee_855,Marketing,106185,40.0,2.0,07-04-2039,58.0,Male,0,Mid,6865.0,10,50.0,4.5
3037,Employee_856,Marketing,98608,38.0,2.0,29-06-2044,58.0,Female,27,Lead,3524.0,0,50.0,1.8
8659,Employee_857,Finance,76499,44.0,2.9,14-06-2047,40.0,Not selected,36,Entry,9491.0,29,50.0,3.8
1771,Employee_858,Sales,123276,50.0,3.5,09-01-2045,48.0,Female,2,Senior,14187.0,13,50.0,1.7
3530,Employee_859,Operations,63214,44.0,3.5,20-04-2046,42.0,Not selected,28,fresers,12427.0,28,35.0,
5020,Employee_860,Finance,137028,54.0,4.6,30-04-2032,54.0,Non-Binary,3,Senior,15140.0,18,21.0,4.6
1174,Employee_861,HR,61507,39.0,3.0,06-04-2029,36.0,Female,24,Mid,15867.0,18,5.0,2.3
6589,Employee_862,Support,137644,46.0,4.3,06-11-2029,37.0,Male,11,Entry,11476.0,28,16.0,2.8
10131,Employee_863,Finance,75173,35.0,3.0,06-06-2039,53.0,Non-Binary,35,fresers,3132.0,20,34.0,3.9
4568,Employee_864,Sales,96263,39.0,1.1,07-05-2025,,Female,25,Entry,13089.0,12,60.0,1.1
5462,Employee_865,HR,95280,55.0,4.8,16-08-2026,43.0,Male,36,Lead,7600.0,9,64.0,1.6
7628,Employee_866,IT,142996,33.0,1.8,10-04-2036,30.0,Male,31,Senior,10375.0,29,50.0,2.8
3794,Employee_867,Support,43177,55.0,1.7,05-01-2032,52.0,Female,2,Mid,10777.0,18,10.0,4.4
7658,Employee_868,Marketing,79944,58.0,3.3,08-10-2024,25.0,Not selected,1,Senior,5040.0,18,97.0,3.9
6743,Employee_869,HR,98463,59.0,2.1,12-07-2035,44.0,Male,13,Senior,4730.0,29,32.0,1.0
1185,Employee_870,Marketing,209609,56.0,4.8,14-09-2043,47.0,Female,39,Entry,11111.0,1,95.0,3.8
6131,Employee_871,Marketing,72087,55.0,3.1,08-02-2032,54.0,Not selected,24,Lead,9404.0,21,19.0,4.3
10873,Employee_872,Sales,47392,32.0,3.0,21-11-2028,28.0,Not selected,32,fresers,16843.0,15,85.0,4.1
7261,Employee_873,Sales,76110,45.0,1.1,27-02-2036,34.0,Female,20,Mid,5753.0,8,35.0,3.3
10305,Employee_875,Sales,59710,53.0,1.2,19-03-2033,47.0,Not selected,0,Entry,16025.0,27,50.0,1.2
7176,Employee_877,Finance,64384,59.0,2.9,16-06-2029,22.0,Female,35,Lead,14790.0,14,18.0,4.7
3114,Employee_878,Sales,69769,38.0,4.8,27-05-2029,23.0,Male,25,fresers,17054.0,24,88.0,3.9
6187,Employee_879,Marketing,71315,58.0,3.4,01-08-2045,36.0,Not selected,21,Entry,15447.0,12,66.0,3.6
8372,Employee_880,Sales,146524,54.0,2.6,27-06-2046,28.0,Non-Binary,16,fresers,16743.0,28,78.0,1.6
8311,Employee_881,Sales,125581,37.0,4.1,16-02-2038,37.0,Not selected,32,Entry,4374.0,5,67.0,1.9
8278,Employee_882,Marketing,53630,59.0,1.9,28-10-2037,50.0,Not selected,6,Senior,9335.0,6,50.0,1.2
1212,Employee_883,Support,81270,34.0,2.6,30-11-2038,50.0,Male,13,Entry,7169.0,22,6.0,1.0
5701,Employee_884,Finance,55039,42.0,3.4,02-06-2043,36.0,Non-Binary,30,Lead,11720.0,0,82.0,4.1
6382,Employee_885,IT,67556,54.0,3.9,10-12-2041,46.0,Male,32,Entry,17752.0,5,45.0,4.2
8242,Employee_886,IT,125971,50.0,3.4,19-09-2039,37.0,Male,14,Mid,19667.0,22,41.0,1.6
1925,Employee_887,IT,118372,54.0,3.8,15-03-2040,51.0,Not selected,34,Senior,6613.0,9,58.0,3.5
6582,Employee_889,HR,146223,48.0,3.5,29-08-2030,25.0,Male,13,fresers,5974.0,4,2.0,1.8
6720,Employee_890,Support,141357,40.0,4.5,29-04-2033,42.0,Not selected,21,Entry,12097.0,0,50.0,4.1
5504,Employee_892,Operations,45902,53.0,1.6,01-06-2045,49.0,Non-Binary,29,Mid,18067.0,30,92.0,2.0
10850,Employee_893,IT,149881,44.0,4.4,15-12-2024,35.0,Non-Binary,28,fresers,13914.0,21,50.0,4.8
9451,Employee_894,Marketing,115260,36.0,4.4,05-10-2028,47.0,Non-Binary,2,Entry,14616.0,15,78.0,1.5
10346,Employee_895,Sales,109317,56.0,1.2,19-11-2024,55.0,Female,4,fresers,12062.0,23,62.0,3.2
6317,Employee_896,Operations,133096,54.0,1.9,20-04-2030,42.0,Non-Binary,38,fresers,18189.0,18,56.0,3.0
4923,Employee_897,IT,38141,42.0,2.5,16-07-2039,23.0,Male,33,Senior,8268.0,19,50.0,5.0
